"reclong","reclat"
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-70.53333,-24.85
-112.26667,33.68333
-117.59638,34.65433
-117.58108,34.64667
-117.56217,34.63432
-117.59892,34.65783
-106.23333,31.78333
-61.1,-38.68333
-105.4,26.93333
34.25,26.28333
-105,37
-70.36667,-44.53333
-64.88333,-30.63333
-60.96667,-33.11667
-103.21667,39.83333
141.24233,-31.66997
141.23375,-31.66417
157.24028,-76.2925
157.26528,-76.30167
157.20833,-76.29139
157.33083,-76.29861
157.16667,-76.18333
157.20917,-76.29139
157.20861,-76.29139
157.3225,-76.29417
157.16667,-76.18333
157.16667,-76.18333
157.16667,-76.18333
157.28139,-76.31944
157.16667,-76.18333
157.26944,-76.31667
157.16667,-76.18333
157.16667,-76.18333
157.16667,-76.18333
157.18333,-76.30111
157.28833,-76.295
157.21694,-76.29944
157.23,-76.32861
157.18,-76.29306
157.22917,-76.32833
157.185,-76.28361
157.1725,-76.26889
157.19722,-76.2725
157.17806,-76.32611
157.23222,-76.28111
157.16111,-76.26861
157.23861,-76.2875
157.23195,-76.28278
157.24472,-76.28611
157.23389,-76.30361
157.19139,-76.31944
157.26194,-76.32028
157.24028,-76.28195
157.18417,-76.27528
157.20056,-76.28389
157.17834,-76.325
157.26917,-76.30111
157.27389,-76.29333
157.39528,-76.31222
157.26417,-76.29222
157.22917,-76.28278
157.27306,-76.3
157.23889,-76.28528
157.23639,-76.28361
157.25139,-76.30083
157.23833,-76.29556
157.23194,-76.28861
157.24083,-76.28333
157.24028,-76.28528
157.20194,-76.32806
157.23389,-76.2975
157.19917,-76.27333
157.19555,-76.27583
157.25444,-76.31944
157.15972,-76.27111
157.23333,-76.29722
157.20444,-76.28778
157.27389,-76.28139
157.25111,-76.28444
157.25667,-76.31944
157.2925,-76.30056
157.18472,-76.3225
157.17611,-76.30361
157.23972,-76.28611
157.265,-76.31889
157.19333,-76.28722
157.23695,-76.29611
157.17917,-76.28611
157.33278,-76.29722
157.23055,-76.29472
157.3125,-76.29083
157.18361,-76.32167
157.22306,-76.32861
157.19195,-76.28833
157.30889,-76.30528
157.11417,-76.33722
157.24722,-76.28778
157.26917,-76.2875
157.17695,-76.30333
157.31083,-76.30833
157.19611,-76.31806
157.16472,-76.32611
157.18445,-76.31167
157.19667,-76.30361
157.23806,-76.29528
157.19083,-76.30694
157.23278,-76.28722
157.22028,-76.28333
157.24028,-76.28889
157.25806,-76.31972
157.24055,-76.2825
157.225,-76.27889
157.20167,-76.32806
157.24417,-76.28667
157.27861,-76.30139
157.24806,-76.28667
157.23611,-76.29722
157.25083,-76.28389
157.26778,-76.30194
157.22972,-76.32889
157.21667,-76.29833
157.23222,-76.28361
157.19833,-76.27194
157.26139,-76.32056
157.19889,-76.31056
157.23917,-76.29611
157.19361,-76.28778
157.30583,-76.29
157.19222,-76.30472
157.16611,-76.30778
157.29861,-76.30917
157.26917,-76.30361
157.24028,-76.28056
157.2775,-76.29
157.22834,-76.28833
157.30528,-76.29722
157.21861,-76.29445
157.22528,-76.28722
157.30972,-76.30583
157.21083,-76.27611
157.27445,-76.30361
157.21972,-76.31444
157.23611,-76.28806
157.19694,-76.27472
157.27861,-76.29861
157.1975,-76.31028
157.255,-76.32972
157.23056,-76.32778
157.23,-76.2975
157.17889,-76.32722
157.18667,-76.29833
157.23778,-76.29639
157.20028,-76.32861
157.23806,-76.29333
157.18361,-76.3
157.28889,-76.285
157.1875,-76.32472
157.21167,-76.28278
157.27917,-76.29667
157.2575,-76.31778
157.27195,-76.28444
157.23583,-76.28028
157.28389,-76.30194
157.27278,-76.30194
157.18278,-76.32333
157.19722,-76.32889
157.21528,-76.32833
157.21195,-76.32806
157.20694,-76.27361
157.32361,-76.29667
157.16667,-76.18333
157.20333,-76.29972
157.23194,-76.32861
157.23028,-76.32778
157.32333,-76.29
157.23055,-76.28083
157.20389,-76.2875
157.275,-76.29806
157.17778,-76.29805
156.49863,-76.27628
157.31333,-76.30972
157.23917,-76.29583
157.18195,-76.30667
157.18833,-76.32639
157.27861,-76.28583
157.23472,-76.29639
157.2,-76.27305
157.27083,-76.30028
157.19944,-76.32806
157.26055,-76.31778
157.21722,-76.28222
157.19472,-76.32722
157.23028,-76.32833
157.17306,-76.30417
157.26611,-76.31444
157.18333,-76.32306
157.2075,-76.28778
157.15778,-76.26667
157.27306,-76.30389
157.21695,-76.27889
157.19639,-76.28306
157.18472,-76.27472
157.26,-76.31722
157.2925,-76.29944
157.18806,-76.29028
157.24944,-76.28806
157.21167,-76.2875
157.23,-76.32861
157.19389,-76.27361
157.18028,-76.29278
157.24083,-76.2975
157.20444,-76.32861
157.18528,-76.26861
157.2025,-76.27167
157.15333,-76.29139
157.18639,-76.32528
157.18722,-76.32417
157.24055,-76.29944
157.19583,-76.32917
157.26805,-76.29667
157.17917,-76.32444
157.23194,-76.29444
157.22417,-76.32861
157.22861,-76.29639
157.19611,-76.305
157.24722,-76.28667
157.16667,-76.18333
157.26056,-76.31806
157.20167,-76.32917
157.18389,-76.30694
157.23222,-76.32778
157.27277,-76.30195
157.2575,-76.32
157.22111,-76.2875
157.17611,-76.27639
157.19083,-76.30917
157.18528,-76.31444
157.15611,-76.30945
157.24695,-76.28222
157.25028,-76.28167
157.16306,-76.30278
157.22983,-76.32838
157.22714,-76.32863
157.22718,-76.32862
156.07013,-76.05029
156.08694,-76.04325
156.49716,-76.28503
156.491,-76.27468
157.16667,-76.18333
157.16667,-76.18333
157.16667,-76.18333
156.45678,-76.27981
156.45306,-76.28142
157.23912,-76.28513
157.2449,-76.28514
157.16667,-76.18333
157.16667,-76.18333
156.46332,-76.2727
156.48615,-76.26669
156.3874,-76.05805
157.16667,-76.18333
157.16667,-76.18333
157.24155,-76.28562
156.43938,-76.28341
157.16667,-76.18333
157.16667,-76.18333
156.51352,-76.26807
157.16667,-76.18333
156.45602,-76.2829
156.45119,-76.29109
156.50174,-76.27543
156.47307,-76.27318
156.4552,-76.28527
157.16667,-76.18333
157.23989,-76.2826
157.24495,-76.2854
157.16667,-76.18333
157.16667,-76.18333
156.36181,-76.27512
157.16667,-76.18333
157.15495,-76.27247
157.16667,-76.18333
156.06704,-76.04491
157.2153,-76.28432
155.69836,-75.98619
157.16667,-76.18333
157.16667,-76.18333
157.16667,-76.18333
157.16667,-76.18333
157.16667,-76.18333
156.09938,-76.04544
157.20281,-76.27148
157.16667,-76.18333
157.16667,-76.18333
156.44307,-76.05056
156.35829,-76.04887
157.16667,-76.18333
156.51413,-76.2723
157.16667,-76.18333
156.48428,-76.26621
157.16667,-76.18333
157.14855,-76.27776
156.48253,-76.26578
157.16667,-76.18333
157.18088,-76.28273
157.16667,-76.18333
157.16667,-76.18333
157.16667,-76.18333
157.05846,-76.26614
157.16667,-76.18333
157.16667,-76.18333
156.51289,-76.27428
156.50174,-76.27543
157.16667,-76.18333
157.16667,-76.18333
157.16667,-76.18333
156.52139,-76.26879
157.16667,-76.18333
156.11675,-76.04045
157.17764,-76.28528
156.49606,-76.26584
157.16667,-76.18333
157.16667,-76.18333
156.52022,-76.26862
157.16667,-76.18333
157.16667,-76.18333
156.38781,-76.05861
157.16667,-76.18333
156.1062,-76.03853
156.46343,-76.2676
156.50251,-76.27598
156.51366,-76.2738
156.47558,-76.2723
156.48545,-76.27234
157.16667,-76.18333
157.16667,-76.18333
157.1915,-76.28274
156.48318,-76.28328
157.16667,-76.18333
156.50649,-76.27292
157.16667,-76.18333
157.17756,-76.28156
156.459,-76.27028
156.50778,-76.26859
156.47883,-76.26757
157.16667,-76.18333
156.46121,-76.27052
157.17235,-76.28321
156.47318,-76.27001
157.18769,-76.2827
156.47653,-76.26811
156.46558,-76.27068
156.46006,-76.27009
156.51318,-76.27101
156.5146,-76.27304
156.45847,-76.27047
156.48682,-76.28185
156.45401,-76.27973
157.16667,-76.18333
156.49234,-76.28085
157.17292,-76.28291
157.16667,-76.18333
156.50089,-76.27602
156.459,-76.28244
156.46006,-76.27009
156.50674,-76.27279
156.45529,-76.2795
156.47439,-76.26971
156.03157,-76.03337
156.49604,-76.27909
157.18509,-76.2826
156.46113,-76.27715
NA,NA
156.46753,-76.27297
156.49212,-76.28031
156.48886,-76.28168
156.5071,-76.27461
156.45591,-76.27873
156.4737,-76.27133
156.49151,-76.28142
156.46365,-76.26954
156.44583,-76.28226
156.45283,-76.28101
156.44902,-76.27976
156.44904,-76.28069
156.44065,-76.28339
156.44309,-76.28198
157.16667,-76.18333
156.47035,-76.26933
156.44432,-76.28335
156.44699,-76.2798
156.44595,-76.27895
156.46678,-76.27113
156.46357,-76.26942
156.4458,-76.27989
156.44407,-76.28343
156.44323,-76.28203
156.44473,-76.28324
156.46392,-76.27021
157.16667,-76.18333
156.44685,-76.28293
156.45741,-76.27619
156.46544,-76.26817
156.47273,-76.2694
156.45743,-76.27588
157.16667,-76.18333
157.16667,-76.18333
157.16667,-76.18333
157.23612,-76.28108
157.16667,-76.18333
156.44157,-76.28264
156.45332,-76.27585
156.45176,-76.27743
156.4477,-76.28208
156.44495,-76.28324
157.16667,-76.18333
NA,NA
156.48604,-76.26667
156.43525,-76.28339
156.4676,-76.26837
157.16667,-76.18333
156.43614,-76.2811
156.46292,-76.26934
157.16667,-76.18333
156.44096,-76.28092
157.16667,-76.18333
156.44172,-76.28308
157.16667,-76.18333
157.16667,-76.18333
157.16667,-76.18333
156.43681,-76.28277
157.16667,-76.18333
156.43867,-76.28199
157.16667,-76.18333
156.43624,-76.28283
157.16667,-76.18333
156.43988,-76.28275
156.44104,-76.28074
157.16667,-76.18333
156.46539,-76.2683
156.44139,-76.28204
157.16667,-76.18333
156.43618,-76.28263
157.16667,-76.18333
156.43681,-76.28328
157.16667,-76.18333
156.49131,-76.2739
156.38737,-76.05835
156.45865,-76.28297
157.16667,-76.18333
156.45297,-76.28072
156.48371,-76.2657
156.51076,-76.27396
157.16667,-76.18333
156.47962,-76.27189
157.16667,-76.18333
156.45674,-76.28188
156.08621,-76.04388
157.16667,-76.18333
157.16667,-76.18333
NA,NA
156.47451,-76.27083
156.44779,-76.28317
157.16667,-76.18333
157.16667,-76.18333
157.16667,-76.18333
156.49436,-76.26647
157.16667,-76.18333
156.45992,-76.28241
157.16667,-76.18333
156.45486,-76.28478
156.48278,-76.26881
156.48277,-76.27152
157.16667,-76.18333
156.4532,-76.28222
157.20211,-76.27138
156.09617,-76.0429
157.16667,-76.18333
156.46269,-76.26825
157.16667,-76.18333
156.45633,-76.27947
157.16667,-76.18333
156.476,-76.27366
156.48354,-76.27259
156.45025,-76.28357
156.47264,-76.27107
156.45129,-76.28462
157.10053,-76.26494
156.45236,-76.28038
157.19524,-76.28361
156.4513,-76.28424
157.16667,-76.18333
157.16667,-76.18333
157.16667,-76.18333
156.0767,-76.04718
156.44956,-76.28237
156.50412,-76.26534
156.45564,-76.2838
157.16667,-76.18333
156.51378,-76.26796
156.45438,-76.28528
156.4925,-76.27442
156.47553,-76.0453
156.50264,-76.27559
157.16667,-76.18333
157.16667,-76.18333
157.16667,-76.18333
156.45356,-76.28235
156.45986,-76.28224
157.16667,-76.18333
156.45898,-76.28191
156.45356,-76.28303
157.1742,-76.28265
156.45495,-76.28263
157.16667,-76.18333
157.31326,-76.30784
156.45218,-76.28527
156.02733,-76.03699
157.18655,-76.28364
156.43364,-76.05224
157.16667,-76.18333
157.16238,-76.26623
156.45666,-76.28262
156.46571,-76.26682
157.16667,-76.18333
157.16667,-76.18333
156.45629,-76.28292
156.461,-76.28145
156.09541,-76.04142
157.16667,-76.18333
156.45222,-76.28125
156.45668,-76.28154
157.16667,-76.18333
157.16667,-76.18333
157.16667,-76.18333
156.51485,-76.27282
156.45522,-76.28263
157.16667,-76.18333
156.45877,-76.28259
157.15094,-76.26137
157.16667,-76.18333
157.06876,-76.26207
156.44928,-76.28474
156.45061,-76.2814
156.44879,-76.28218
156.46079,-76.27022
156.45813,-76.28256
156.45676,-76.28187
156.45274,-76.28541
156.45277,-76.28478
156.4862,-76.2683
156.45685,-76.28036
157.16667,-76.18333
157.17149,-76.28284
157.16667,-76.18333
156.08626,-76.04364
156.44833,-76.28353
156.45355,-76.28264
156.48147,-76.26861
156.04598,-76.03962
156.10596,-76.03755
156.45247,-76.28258
156.45694,-76.28383
157.16667,-76.18333
156.46474,-76.27054
157.16667,-76.18333
156.45159,-76.28346
156.47082,-76.2681
157.16667,-76.18333
156.47609,-76.0454
157.16667,-76.18333
157.16667,-76.18333
157.16667,-76.18333
156.45298,-76.28486
157.16667,-76.18333
156.45395,-76.28391
156.45469,-76.28131
156.45509,-76.28409
156.44835,-76.28469
156.48598,-76.26778
156.44799,-76.28448
157.16667,-76.18333
156.45086,-76.28438
156.45704,-76.28181
157.16667,-76.18333
157.15607,-76.27827
156.44581,-76.28442
157.22687,-76.2786
156.44887,-76.28326
156.50928,-76.26907
157.16667,-76.18333
157.16667,-76.18333
156.45277,-76.28477
156.06713,-76.05599
156.07727,-76.04545
157.16667,-76.18333
156.45901,-76.28132
156.0329,-76.03264
156.09487,-76.04195
156.10856,-76.03736
157.16667,-76.18333
156.45041,-76.28451
156.45264,-76.28342
156.51211,-76.27141
156.45391,-76.28278
156.46256,-76.28104
157.16667,-76.18333
156.48865,-76.28245
156.44076,-76.29387
156.39567,-76.27929
156.411,-76.29145
156.45971,-76.28837
156.43989,-76.2719
156.44781,-76.28523
156.37091,-76.28651
156.39653,-76.27843
156.40267,-76.28169
156.43993,-76.28287
156.40951,-76.27517
156.4861,-76.26938
156.41261,-76.27975
156.43303,-76.28547
156.41119,-76.29145
156.43482,-76.29026
156.41451,-76.27159
156.4519,-76.2885
156.39468,-76.281
156.41368,-76.2693
156.4562,-76.26811
156.45721,-76.28573
156.41038,-76.27507
156.47872,-76.28843
156.39926,-76.282
156.45353,-76.29226
156.42087,-76.27075
156.47035,-76.28025
156.37451,-76.27386
156.42619,-76.27504
156.4135,-76.27845
156.41678,-76.27944
156.44289,-76.2861
156.40161,-76.28193
156.50532,-76.26583
156.41939,-76.27931
156.44206,-76.29151
156.49053,-76.27343
156.51525,-76.27893
156.48818,-76.27377
156.44016,-76.28809
156.47219,-76.27972
156.42732,-76.2683
156.43656,-76.27068
156.48896,-76.2766
156.51583,-76.26589
156.49442,-76.26535
156.46319,-76.28612
156.40313,-76.28143
156.4887,-76.26568
157.16667,-76.18333
156.42732,-76.27941
157.16667,-76.18333
156.36756,-76.29063
156.48126,-76.27289
156.45921,-76.27082
156.47503,-76.28141
156.50704,-76.28316
156.4406,-76.27906
156.42319,-76.27855
156.45027,-76.26754
156.42311,-76.279
156.42394,-76.27927
156.45148,-76.27869
156.42791,-76.28242
156.46146,-76.27713
156.42556,-76.28069
156.45038,-76.26668
156.46517,-76.26903
156.45597,-76.26799
156.45207,-76.29026
156.39246,-76.28677
156.48265,-76.28739
156.4178,-76.28279
156.4753,-76.27776
156.46244,-76.26659
156.45895,-76.26699
156.43259,-76.28001
156.54171,-76.27008
156.50143,-76.28072
156.43152,-76.27992
156.43292,-76.28863
156.43003,-76.28144
156.42257,-76.2888
156.45397,-76.28378
156.46541,-76.27955
156.45229,-76.27056
156.4446,-76.27795
156.4712,-76.28064
156.46699,-76.28868
156.43141,-76.28078
156.41402,-76.28894
156.48567,-76.26935
156.44777,-76.27071
156.46986,-76.27595
156.42033,-76.28563
156.44742,-76.27073
156.44878,-76.26787
156.48156,-76.27923
156.47062,-76.28113
156.473,-76.27683
156.41872,-76.28638
156.413,-76.28153
156.45451,-76.27809
156.4595,-76.2773
156.42791,-76.28349
156.45316,-76.27067
156.41392,-76.27904
156.447,-76.27271
156.45039,-76.27172
156.45213,-76.26857
156.44065,-76.27871
156.41976,-76.2784
156.45579,-76.26967
156.44865,-76.27922
156.45224,-76.27068
156.47418,-76.28043
156.42358,-76.27936
156.42548,-76.27916
156.46954,-76.28
156.45993,-76.26678
156.4268,-76.28056
156.46509,-76.27185
156.42993,-76.2815
156.43124,-76.27975
156.42335,-76.2786
156.44202,-76.27109
156.42859,-76.27943
156.47876,-76.28116
156.45513,-76.28585
156.42007,-76.27821
156.43744,-76.27298
156.46633,-76.26865
156.45523,-76.26862
156.41951,-76.28111
156.45093,-76.27041
156.4512,-76.27285
156.4687,-76.28082
156.41195,-76.29084
156.446,-76.27668
156.41609,-76.28742
156.49452,-76.28137
156.49375,-76.28253
156.51418,-76.28022
156.49471,-76.26962
156.48629,-76.28415
156.52204,-76.27774
156.49568,-76.26985
156.47776,-76.2873
156.5012,-76.26864
156.51238,-76.28226
156.50857,-76.27951
156.50891,-76.27392
156.48787,-76.28327
156.47311,-76.28551
156.51248,-76.27738
156.47516,-76.28468
156.50225,-76.27837
156.49686,-76.28279
156.51672,-76.2824
156.48114,-76.27993
156.4767,-76.28732
156.47024,-76.28788
156.5107,-76.28222
156.50181,-76.28286
156.52536,-76.27318
156.50322,-76.26799
156.51695,-76.27634
156.52833,-76.2746
156.48834,-76.28457
156.49958,-76.27937
156.47693,-76.28438
156.48989,-76.28629
156.53124,-76.26864
156.48786,-76.28419
156.51961,-76.27479
156.49726,-76.26709
156.5056,-76.27414
156.48503,-76.28473
156.49913,-76.27466
156.48709,-76.28078
156.47846,-76.28298
156.48838,-76.27363
156.49708,-76.27695
156.48123,-76.28071
156.48267,-76.27983
156.4865,-76.28404
156.4968,-76.28077
156.52249,-76.26593
156.51207,-76.27775
156.50308,-76.28297
156.47769,-76.28402
156.4779,-76.28749
156.48358,-76.28126
156.49249,-76.28223
156.47762,-76.2861
156.50143,-76.27913
156.4859,-76.2854
156.50787,-76.2735
156.50404,-76.26882
156.48757,-76.28655
156.50063,-76.27493
156.49089,-76.28209
156.49551,-76.28591
156.50975,-76.28203
156.48126,-76.28408
156.47432,-76.28448
156.4869,-76.28583
156.48975,-76.27784
156.49583,-76.26861
156.51228,-76.28324
156.48951,-76.28592
156.52637,-76.2786
156.502,-76.2719
156.52369,-76.27133
156.47162,-76.28316
156.49641,-76.27327
156.52197,-76.2806
156.50302,-76.28479
156.47501,-76.2884
156.49837,-76.27901
156.49937,-76.27591
156.49546,-76.26813
156.50042,-76.27407
156.47398,-76.28392
156.48011,-76.28368
156.43731,-76.28055
156.40312,-76.26583
156.44189,-76.29367
156.46841,-76.28795
156.47906,-76.28817
156.40993,-76.26577
156.40526,-76.27573
156.53379,-76.26761
156.54171,-76.26492
156.53813,-76.26667
156.36633,-76.27318
156.4035,-76.26634
156.45075,-76.28682
156.49048,-76.27482
NA,NA
156.40377,-76.26641
156.50362,-76.27708
156.4681,-76.2876
156.54516,-76.2679
156.46238,-76.29541
156.45913,-76.29429
156.44947,-76.2821
156.40329,-76.266
156.40277,-76.26653
156.44165,-76.28629
156.55681,-76.26444
156.52986,-76.27802
156.53182,-76.27277
156.4495,-76.28208
156.35939,-76.2762
156.44689,-76.28716
156.48512,-76.27308
156.462,-76.28915
156.48414,-76.27359
156.44737,-76.28752
156.45698,-76.28899
156.48928,-76.27311
156.48612,-76.27404
156.47755,-76.27918
156.47769,-76.27837
156.4269,-76.2831
156.45514,-76.26849
156.47609,-76.28685
156.43579,-76.28109
156.45325,-76.27056
156.43212,-76.28131
156.47483,-76.28062
156.47813,-76.28799
156.43424,-76.28354
156.47717,-76.2798
156.41701,-76.28946
156.45152,-76.27274
156.45676,-76.26737
156.47302,-76.28125
156.47636,-76.27985
156.47332,-76.28
156.46243,-76.27851
156.47038,-76.28006
156.43924,-76.28024
156.46843,-76.28054
156.45159,-76.27072
156.4645,-76.28815
156.46549,-76.28102
156.45602,-76.27142
156.43139,-76.27981
156.42167,-76.28773
156.43283,-76.28101
156.43584,-76.28202
156.45261,-76.28053
156.43558,-76.27985
156.42888,-76.28141
156.44325,-76.27922
156.46623,-76.27953
156.47879,-76.28119
156.43893,-76.27988
156.45993,-76.26602
156.45969,-76.26602
156.46091,-76.26685
156.47164,-76.28115
156.47867,-76.28772
156.43112,-76.27961
156.43804,-76.28062
156.42746,-76.28496
156.47334,-76.281
156.45545,-76.26909
156.47723,-76.28084
156.47667,-76.27347
156.42289,-76.28788
156.47386,-76.2797
156.47271,-76.28105
156.43262,-76.28094
156.46064,-76.26689
156.44383,-76.28592
156.45265,-76.27135
156.45114,-76.27196
156.43432,-76.27919
156.43051,-76.28113
156.41788,-76.28859
156.47478,-76.28107
156.4553,-76.26849
156.47509,-76.27825
156.46636,-76.2686
156.45669,-76.26645
156.45655,-76.26687
156.45654,-76.26638
156.43357,-76.27965
156.48775,-76.26557
156.47777,-76.27978
156.45728,-76.26624
156.4278,-76.28922
156.46013,-76.26636
156.48461,-76.26948
156.4638,-76.26695
156.42784,-76.28198
156.45646,-76.27173
156.45298,-76.28295
156.43334,-76.27978
156.47871,-76.27779
156.46041,-76.26669
156.46037,-76.2669
156.46053,-76.2669
156.33185,-76.29038
156.37694,-76.27752
156.42586,-76.27449
156.42602,-76.27428
156.41942,-76.26807
156.41407,-76.26759
156.40854,-76.26572
156.41554,-76.26829
156.42142,-76.2723
156.40854,-76.27417
156.36894,-76.27664
156.41622,-76.27217
156.429,-76.27165
156.35692,-76.29193
157.16667,-76.18333
156.42689,-76.2731
156.42122,-76.27625
156.41279,-76.26568
156.43184,-76.27185
156.41301,-76.26904
156.42934,-76.27124
156.37133,-76.2759
156.35727,-76.28667
NA,NA
156.43451,-76.26976
156.40402,-76.27076
156.42056,-76.27412
156.40694,-76.27107
156.43022,-76.26756
156.41337,-76.27334
156.41678,-76.27425
156.40335,-76.26968
156.41547,-76.27522
156.43807,-76.26709
156.45919,-76.28283
156.41334,-76.27591
156.44724,-76.28192
156.37311,-76.27709
156.39369,-76.27814
156.38406,-76.27683
156.42946,-76.26948
156.41463,-76.27455
156.42366,-76.26919
156.43448,-76.268
156.41006,-76.26633
156.41523,-76.26848
156.40925,-76.26609
156.40974,-76.26553
156.40602,-76.26833
156.42224,-76.2772
156.41603,-76.27105
156.42508,-76.27055
156.42678,-76.27246
156.40294,-76.27602
156.42636,-76.27434
156.43356,-76.27089
156.37581,-76.2773
156.43665,-76.26808
156.41393,-76.27121
156.42217,-76.27716
156.42674,-76.26848
156.42413,-76.27022
156.45385,-76.28748
156.42783,-76.27372
156.42982,-76.26699
156.40746,-76.27231
156.42705,-76.26994
156.43334,-76.28057
156.42686,-76.27264
156.42246,-76.27427
156.37532,-76.27651
156.42814,-76.27263
156.45051,-76.27133
156.39024,-76.27526
156.42384,-76.27697
156.42838,-76.27799
157.16667,-85.63333
156.41839,-76.27082
156.43449,-76.26735
156.35,-76.29299
156.41234,-76.26941
156.40176,-76.26664
156.40148,-76.26638
156.36969,-76.27671
156.43007,-76.27097
156.38615,-76.27494
156.42378,-76.27361
156.45494,-76.27793
156.43262,-76.269
156.4352,-76.26821
156.46086,-76.28187
156.38344,-76.28655
156.38398,-76.28858
156.44137,-76.27185
156.4404,-76.27321
156.37789,-76.28601
156.44542,-76.27022
156.4435,-76.27038
156.44818,-76.2669
156.40286,-76.26554
156.4466,-76.26952
156.47054,-76.28271
156.46754,-76.2884
156.45731,-76.29422
156.46364,-76.2813
156.46066,-76.28433
156.43436,-76.28023
156.46661,-76.29089
156.44769,-76.28193
156.44976,-76.29054
NA,NA
156.43974,-76.28039
156.46949,-76.28625
156.46637,-76.28341
156.46237,-76.28339
156.46646,-76.28383
156.42,-76.2682
156.43413,-76.27008
156.41554,-76.26842
156.43293,-76.27041
156.41114,-76.26931
156.42168,-76.27116
156.43206,-76.26958
156.41713,-76.27011
156.42026,-76.27154
156.4311,-76.27409
156.42926,-76.26843
156.40928,-76.27525
156.4211,-76.27362
156.45452,-76.27705
156.42762,-76.27754
156.42238,-76.275
156.42678,-76.27697
156.42398,-76.27402
156.42239,-76.27417
156.43588,-76.2741
156.50221,-76.27389
156.48596,-76.28713
156.44067,-76.26905
156.46047,-76.2669
156.53973,-76.30565
156.49848,-76.28322
156.43048,-76.2753
156.43655,-76.27377
156.43645,-76.27071
156.43576,-76.27209
156.43488,-76.27807
156.50226,-76.27353
156.49233,-76.26833
156.51493,-76.27777
156.42867,-76.27423
156.4391,-76.27376
156.50727,-76.27956
156.43829,-76.27904
156.53713,-76.26782
156.47433,-76.28383
156.50692,-76.27971
156.43403,-76.27238
156.43475,-76.27552
156.44904,-76.28735
156.46842,-76.28219
156.43098,-76.28727
156.43485,-76.28902
156.43409,-76.28685
156.46017,-76.28632
156.45958,-76.28453
156.44274,-76.28738
156.43401,-76.28044
156.43995,-76.28538
156.44128,-76.28515
156.44125,-76.28516
156.43216,-76.28817
156.46237,-76.28272
156.43221,-76.29002
156.43299,-76.28689
156.45819,-76.28963
156.43207,-76.28863
156.43055,-76.28715
156.47015,-76.28334
156.4592,-76.28159
156.43672,-76.28747
156.42991,-76.28737
156.43064,-76.28865
156.46533,-76.28259
156.45995,-76.28151
156.44695,-76.28234
156.46397,-76.2832
156.43261,-76.28883
156.46467,-76.28458
156.47031,-76.2805
156.4307,-76.28895
156.44156,-76.28583
156.4644,-76.2826
156.45868,-76.28853
156.43785,-76.28533
156.42982,-76.2873
156.46844,-76.28206
NA,NA
156.43846,-76.28741
156.46693,-76.28647
156.45887,-76.28151
156.45131,-76.28525
156.43778,-76.28809
156.47376,-76.28214
156.46805,-76.28734
156.46619,-76.28174
156.46495,-76.28344
